商品ID,产品型号,评论内容,点赞,评分,评论id,会员级别,评论时间
100006808184,8GB+128GB 黑色,ROG2代游戏手机，游戏中的战斗机，果然名不虚传，120刷新率更是非同凡响，赞！！！,47,5,W***5,银牌会员,2019-07-30 18:54:44
100006808184,8GB+128GB 黑色,ROG跑分无敌，虽说跑分并不代表最终性能，但全盘一致的高分也反映ROG 游戏手机实实在在的性能怪兽，建议入手，无敌的寂寞。,2,5,jd_150341zdx,注册会员,2019-07-31 10:00:01
100006808184,8GB+128GB 黑色,手机颜值高，系统流畅，手机背后的呼吸灯非常特别，够悬乎，先试试使用情况。。,0,5,h***3,金牌会员,2019-08-12 10:01:51
100006808184,8GB+128GB 黑色,手机秒杀到了，真好，音质很好，吃鸡两三小时完全没压力，画质清晰，跑分也很好，性价比的一台手机，值得拥有,1,5,小贞贞0609,PLUS会员,2019-08-04 10:00:24
100006808184,8GB+128GB 黑色,手机到手，外观酷炫帅气无比，不枉我大半夜顶着瞌睡抢单。初步使用手感还不错，系统画面比较流畅，这个价格很超值了，玩游戏的朋友可以考虑入手了。,2,5,i***i,钻石会员,2019-07-30 23:00:37
100006808184,8GB+128GB 黑色,ROG2新款游戏手机非常好，颜值非常高，黑色看着很大气，手机打游戏时握感很舒适，设计符合人体工程学，显示屏幕非常好，京东发货非常快速，同城基本都是当日达，京东活动力度大，价格非常实惠，快递服务好，每次都是送货上门，真的非常不错的啊，下次买ROG新品手机，一定再来京东3C回购。,0,5,喵***投,PLUS会员,2019-08-07 10:12:00
100006808184,8GB+128GB 黑色,速度很快，真的很快，设置里面调到90HZ已经很快了。打游戏的时候调到X模式，崩崩崩是我用过的最流畅的安卓手机了，没有之一，败家之眼犀利,1,5,风雨息微,PLUS会员,2019-07-31 00:00:12
100006808184,8GB+128GB 黑色,高频刷新率值得拥有，特别是耐抗耐打的电池加上快充，简直了！原以为只是买的游戏机，现在日常完全够用啦，希望以后越来越好，继续给力！粉啦！,3,5,摇***i,PLUS会员,2019-07-31 00:00:14
100006808184,8GB+128GB 黑色,手机到了，京东的物流还是一如既往的快，游戏手机就是名不虚传，特别是吃鸡，不用耳机因为有两个扬声器都可以听声辩位，强烈推荐吃鸡迷们入手，而且手机的外观也是非常的漂亮,1,5,j***1,银牌会员,2019-08-04 10:00:09
100006808184,8GB+128GB 黑色,手机很不错，31号凌晨买的，1号上午就到货了！试用了一下，手机很给力，反应很神速，妈妈再也不用担心我吃不到鸡了！,0,5,回***6,PLUS会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,很久没有说换手机被惊艳到了，按压瞬间游戏模式，打游戏杠杠的，四个麦克风更好交流，喇叭也设计的很合理，总的来说，用贫民的价格享受到了最好的游戏体验?,0,5,何倔倔,PLUS会员,2019-08-07 10:07:59
100006808184,8GB+128GB 黑色,屏幕很大，买的游戏手机买回来不会玩游戏了。双喇叭立体声，你值得拥有！全五星评价啧啧，,0,5,云烟成雨III,银牌会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,不好意思大家，已经购买第三台了，兄弟根据我介绍此款手机之后，迷上了，花了50块钱帮他抢购，嘿嘿已经购买第三台了，今天看了拆解视频，用料可以说非常良心的，难道变成持家之眼了吗？？,1,5,小***叉,钻石会员,2019-08-07 10:00:39
100006808184,8GB+128GB 黑色,3499的败家之眼我觉得性价比超值了，那些说抹布屏的都是杠精吧，正常使用根本不影响，谁天天斜着看手机屏。。。。玩了几把王者荣耀，果然非常流畅，顺便上了2个段位。,0,5,爱***z,银牌会员,2019-08-04 10:00:31
100006808184,8GB+128GB 黑色,第一次预约就抢到了很高兴，流畅反应灵敏，手机色彩显示效果极佳，手机很帅用起来很顺手，挺舒服的。,0,5,z***f,PLUS会员,2019-08-04 10:00:30
100006808184,8GB+128GB 黑色,败家之眼果然好看又帅，玩了一把崩3，非常#！如果屏幕可以更好那就完美了！,0,5,kamingming,PLUS会员,2019-08-07 10:00:28
100006808184,8GB+128GB 黑色,购买后体验效果非常满意，灯光设计非常酷炫，游戏手机性能无以伦比，亲民的价格，物有所值,1,5,z***i,PLUS会员,2019-07-30 18:57:53
100006808184,8GB+128GB 黑色,关注很久了，机器收到了，包装一看就大气，优点就不说了，大家自己看看配置。物流还是很快的，早上下，下午就收到了。,0,5,j***f,PLUS会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,很多人说屏幕翻车 我笑笑 3499还想要什么 120刷新很舒服 很nice 产品很好 音质也很好,0,5,不***知,铜牌会员,2019-07-31 00:01:47
100006808184,8GB+128GB 黑色,很好呀，第二部了真是超级超级好的一部手机，机械手感也超级的棒呀，外形真的是超级超级炫酷，真是让人享受，快递也是很棒非常快，果然是京东物流呀真的很好，上午下的单下午就到了，不过有点不好的地方，不是很喜欢这种暗黑色的ui设计。哈哈哈，反正真香。,0,5,猪不浅,铜牌会员,2019-08-07 10:00:21
100006808184,8GB+128GB 黑色,翻车也不说翻车，要啥自行车，比以前手机好用就完了！满分，客服小荣很棒棒,1,5,秋痕祭司,PLUS会员[试用],2019-08-12 10:00:16
100006808184,8GB+128GB 黑色,败家之眼，系统简洁还不错，有质感，屏幕完好，很不 错的一次体验，一个字帅,0,5,jd_183929bzn,PLUS会员,2019-07-31 00:00:14
100006808184,8GB+128GB 黑色,手机非常棒，真的。游戏手机做工，内部结构，都完美。特别是后面的眼睛，简直炫目。败家之眼，买眼睛送手机啊,0,5,小***雪,钻石会员,2019-07-31 00:01:05
100006808184,8GB+128GB 黑色,作为rog新入坑玩家实际上接触败家之眼还是由于它的贵，但是这一次不得不说价格真的良心，连我都怀疑这是不是曾经的败家了。游戏方面暂时只体验了和平精英和cf手游，无卡顿，很流畅，x模式一开无敌。入手一天，目前来看，良心推荐，五星好评！,1,5,心神至上,银牌会员,2019-08-04 10:00:47
100006808184,8GB+128GB 黑色,手机手感非常好，后面那个信仰之眼特别漂亮，这个价位简直是性价比之王，爱了爱了。,0,5,爱消费的恒,铜牌会员,2019-08-12 10:00:45
100006808184,8GB+128GB 黑色,一眼就相中了他，超强续航，超强游戏性能，#的外观,1,5,凉凉白开心,铜牌会员,2019-07-31 00:00:27
100006808184,8GB+128GB 黑色,昨天下单，今天到货，打开后手机的外观很漂亮，跑分测了一下44万多感觉很满意，但游戏还没玩所以过几天再评论,0,5,j***7,PLUS会员,2019-08-12 10:05:01
100006808184,8GB+128GB 黑色,第二波用户 感觉还是很不错的 优点：双卡双待  120Hz屏幕 看着顺滑多了 色彩还原度高 分辨率标准1080p 正好 高了搭配120hz估计续航也撑不住 6000毫安时电池 在高刷新率下保证了续航 晓龙855plus处理器 更流畅    imx586索尼传感器 4800万主摄 拍照很清晰（左下角水印霸气）立体音质效果很好 能当小音箱了 线性马达很给力 玩游戏很爽 然后就是logo 背面超级好看缺点： 系统ui有点丑 而且更换主题要第三方软件  不过好在系统简洁无广告   上下黑边略宽 （可能是为了防误触）黑鲨红魔也这样很奇怪目前散热不算特别好（无风扇）120hz加超频855 也正常 其它目前还没发现总结：适合爱玩游戏 追求性价比 续航的people  3499真香！ 我的第一个顾家之眼,1,5,j***8,注册会员,2019-08-04 10:00:08
100004048991,12GB+512GB 黑色,1、颜色很好看，整体看起来很上档次。2、握感很舒服，很有质感，拿在手里感觉很好。3、充电超快，不用再为手机没电发愁了。4、屏幕显示色彩出众，看电影超棒。5、音效给力，听音乐有种沉浸的感觉。6玩游戏超级棒 7、其它还在摸索中...,11,5,3***峰,金牌会员,2019-07-31 10:00:00
100006808184,8GB+128GB 黑色,早上下单，下午就到了，买到就是赚到，打游戏很牛，大电池，舒服，绝对是今年下半年最牛的安卓手机！,0,5,h***爱,PLUS会员,2019-08-04 10:06:47
100006808184,8GB+128GB 黑色,手机外观非常棒，设计时尚美观，非常上档次。布局合理，整体让人喜欢，打游戏一级棒，手机到手了，使用流畅，6000的电池确实惊人呀！玩游戏，声效很立体！手机外形很帅气，背面败家之眼灯光设置，酷。打游戏的一点都不卡,0,5,w***a,金牌会员,2019-07-31 10:00:00
100006808184,8GB+128GB 黑色,手机收到了，真的好快，第2天就到了，外壳看起来很很亮很高大一句话形容高大上档次，刚刚试用过很流畅，打游戏首选最爱。京东，小哥，辛苦了这么热的，天气第二天就给我送过来，谢谢！,0,5,w***3,PLUS会员,2019-08-07 10:13:06
100006808184,8GB+128GB 黑色,手机待机不错，性价比算是游戏手机最好的了，败家之眼这个算是比较平价的，作为游戏备用机真的可以。希望屏幕一直好下去。我还是很看好rog系列的。,1,5,奈***叶,PLUS会员,2019-08-07 10:00:39
100006808184,8GB+128GB 黑色,物流非常快！专为游戏定制的手机就是好，120的屏幕刷新率真爽，还有6000的电池玩游戏可以更持久了！试了吃鸡开极限帧率，非常顺畅！反应更快！高画质，毫无压力，吃鸡跟王者荣耀都无压力！屏幕看着也很爽，发热的话，夏天玩还是有点热的。在空调房就没那么严重。玩游戏首选！,0,5,冷夜寒風,PLUS会员,2019-08-04 10:00:12
100006808184,8GB+128GB 黑色,速度与激情，竞技游戏越来越被更多人接受，在这个环境里面，黑鲨应运而生，真的是超高性价比,4,5,优***夏,PLUS会员,2019-08-07 10:15:07
100006808184,8GB+128GB 黑色,我抢到了！！！！打开包装盒的时候激动死了。855+，600mah，肩键，保留了3.5mm耳机孔也是很赞。重要的是，终于体验到了120hz屏幕了。可以全系统120hz刷新率，好像也没有怎么费电，反正电池够。玩了高帧率的Q飞，王者，体验很好。,0,5,珠海机机,钻石会员,2019-08-04 02:33:09
100006808184,8GB+128GB 黑色,很好很给力，当天就发货了，第二天收到快递，趁着活动买的也很优惠，用起来一点也不卡，很喜欢这个手机,0,5,j***9,PLUS会员[试用],2019-08-07 10:15:06
100006808184,8GB+128GB 黑色,从发布前就一直关注的手机终于到手了，外观帅气，系统使用流畅，120hz屏幕打游戏更是爽快，绝对超值。没抢到的朋友，下一波抓紧,1,5,N***1,注册会员,2019-07-30 18:56:44
100006808184,8GB+128GB 黑色,货已收到，看评论说屏幕翻车了，然后我把512G那台退了，换了个128的，收到货感觉很好，没有别人说的屏幕翻车，总体感觉不错,2,5,壞錢錢,银牌会员,2019-08-07 10:00:18
100006808184,8GB+128GB 黑色,次日上午到货，激动了一天。晚上到家拆机，比起一代 rog，总体显示屏更清晰，最高可以120刷新频率。机身更修长，更适合游戏玩家。面部识别加指纹识别都超级好用。触压开启 X模式， cpu直接最高2.4Mhz。感觉已经是王者了！充满电在游戏状态下显示可以超过20小时时间，各种方便小功能发现中。6000MA电池，最强 CPU骁龙855PLU，4天线设计，~定制专属 BUFF，液冷散热，120HZ电竞屏，满满都是爱，背部信仰之眼 ROG灯光！走到那里都是最亮的你！为信仰充值！！,1,5,jd_189288ysv,PLUS会员,2019-08-04 10:00:11
100006808184,8GB+128GB 黑色,手机外观很漂亮，机身厚薄度适中，但手感很好，前置指纹解锁反应很灵敏，VOOC闪充，充电速度比较快，满足了日常使用，一天一充，升降摄像头+710+屏幕指纹，整体配置加上价位，觉得还是可以接受的，OPPO最让人喜欢就是拍照，自带美颜，喜欢的朋友可以做入手了。,0,5,努***了,PLUS会员,2019-08-07 10:09:15
100006808184,8GB+128GB 黑色,抢到啦，玩游戏很棒，120hz刷新率美滋滋，以后再也回不去60了等测评配一个30w的快充就爽了,0,5,j***n,PLUS会员,2019-08-07 10:00:14
100006808184,8GB+128GB 黑色,"手机外观漂亮款式好看，质量很好，正品，做工精致，屏幕细腻够大，很清晰，色彩饱和度很不错，照相不错，很漂亮音质也很棒，系统功能强大，运行速度很快,玩了几把王者荣耀很爽，这个配置就是牛！",0,5,jd182576ftd,钻石会员,2019-07-31 10:00:00
100006808184,8GB+128GB 黑色,没划水哦，嘻嘻挺香。,0,5,冯意文,银牌会员,2019-08-13 19:56:29
100006808184,8GB+128GB 黑色,没啥说的，信赖京东，手机很nice，游戏完美运行，根本不知道啥叫卡顿！,0,5,丶***年,PLUS会员,2019-08-12 10:00:50
100006808184,8GB+128GB 黑色,手机发热严重，看个视频都烫手，屏幕素质也差。指纹识别反应慢，出错率高。以上最让我不能接受的就是发热，动不动就上47度，这还是看电影的情况下。玩游戏就别想了。真的很差。,0,1,l***g,钻石会员,2019-08-04 10:00:16
100007056812,精品配件 黑色,纯粹信仰不值,0,5,优昙咏夜,银牌会员,2019-08-11 22:57:14
100006808184,8GB+128GB 黑色,别买了，买黑鲨吧，黑鲨画质好,1,5,寂寞空虚的猫,银牌会员,2019-08-12 19:21:57
100006808184,8GB+128GB 黑色,很好的手机,0,5,monte丶,银牌会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,一波三折！第一批抢到三天没发货，只好取消订单！第二批抢到了，次日到手。结果屏幕中奖！退货！这次终于完美了！屏幕各方面都很好！,0,5,糖***伤,PLUS会员,2019-08-12 10:11:42
100006808184,8GB+128GB 黑色,外形外观：无可挑剔屏幕音效：完美演绎拍照效果：非常满意运行速度：一路顺畅待机时间：耐力持久其他特色：手感超赞,0,5,二酥H,铜牌会员,2019-08-12 11:31:07
100006808184,8GB+128GB 黑色,#,0,5,j***0,注册会员,2019-08-12 12:14:30
100007056812,精品配件 黑色,一直很喜欢这款手机，玩游戏真的很强大啊，性能没的说，玩王者荣耀和和平精英都很流畅，这么强大的手机当然要配上非常棒的配件了。这手机壳真的很有用，  以前手机玩这有游戏总会发热，现在就不会了啊，  玩的很舒服，也能很容易吃鸡了。非常棒,0,5,肖皓天,PLUS会员,2019-08-08 19:39:52
100006808184,8GB+128GB 黑色,信仰之路，3499满满全是爱！6000MA电池，最强CPU骁龙855PLU，4天线设计，~定制专属BUFF，液冷散热，120HZ电竞屏，满满都是爱，背部信仰之眼ROG灯光！酷炫你的双眼,0,5,jd_135155hia,注册会员,2019-07-30 19:42:37
100006808184,8GB+128GB 黑色,手机很好，电池很耐用，拿在手上很舒服，吃鸡玩起来可以轻轻松松三指操作，如果官网出配套的钢化膜就更好了,0,5,陈***x,PLUS会员,2019-08-04 10:00:48
100006808184,8GB+128GB 黑色,这手感太喜欢了，电池大导致重量挺吃劲的，120hz太流畅了，信仰灯效贼酷。3499太值了,0,5,王者司令,PLUS会员,2019-07-31 00:00:18
100006808184,8GB+128GB 黑色,很早就想买败家之眼了，以前看一代太贵买不起，现在出了2代立马出手给拿下了，看到快递在配送，一直给快递员打电话问到哪了，拿到手立马下吃鸡来了一把，超爽，这价格真的很划算,2,5,jd_151387inv,注册会员,2019-07-31 00:00:15
100006808184,8GB+128GB 黑色,第二次抢购终于抢到手了，第二天到货，拿在手上真的很不错，真香手机果然名不虚传。用多几天再说,0,5,停止的闹钟0601,PLUS会员[试用],2019-08-04 10:01:02
100006808184,8GB+128GB 黑色,的确是超值 一张中端显卡的钱买一个安卓最强的手机 败家之眼这个灯就值2000吧 友情提醒 和平精英可以开极限帧率和hdr高清 简直完美,1,5,jd_michi3,PLUS会员,2019-08-04 10:00:31
100006808184,8GB+128GB 黑色,抢先拍下一台，嘻嘻我应该是方圆十里第一个用 rogphone2的小姐姐吧，发货速度也太快了，刚收到就被我弟抢过去各种研究还不想还我了。女孩子不能用？我也是上王者的人。颜值高，拍照完美，还能和男神一起玩游戏，我想要的都满足了，完美。店家答应给我的礼品快点寄出来哦，说不定我同学也会再来一部。,1,5,山***-,PLUS会员,2019-08-07 10:00:24
100006808184,8GB+128GB 黑色,外形外观：很酷很酷很酷很酷很酷很酷很酷很酷很酷很酷屏幕音效：音效超棒拍照效果：拍照就一般般运行速度：很快好看好看好看好看好看好看待机时间：好长很长很长很长很长很长很长其他特色：没有了,1,5,jd_134866nol,银牌会员,2019-08-07 10:00:58
100006808184,8GB+128GB 黑色,真香，游戏体验是一级棒，拍照也很不错。屏幕也还可以，平民眼看看不错了，毕竟只有3.5K，要顶级屏加钱吧。,0,5,四***5,PLUS会员,2019-08-04 10:00:23
100006808184,8GB+128GB 黑色,首先没得说的是京东的物流，第二天就到了。拿到手机非常激动，第一次买到这么好的手机，样式很酷炫，希望能让这个手机陪我走很长的一段路，支持！！,0,5,j***5,银牌会员,2019-08-12 12:17:24
100006808184,8GB+128GB 黑色,不错，京东的物流是值得一夸，认真，效率。ROG，3499，真香。现在的安卓机，功能太多，慢慢摸索，需要一段时间上手。玩游戏不谈了，全特效，最高特效，没压力。Wifi连接很稳定，速度很快，这点加分。锁屏声似曾相识，不过很干脆。值得买，冲！,0,5,j***1,铜牌会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,昨天晚上十二点抢的，没想到今天下午三点多就到了，这颜值对我来说超高的，好喜欢这个眼睛，真香，超赞！！,0,5,乐乐鸭-,银牌会员,2019-07-31 00:00:27
100006808184,8GB+128GB 黑色,手机发货速度快，运行速度快，玩游戏很流畅不会掉帧，外观很高大上，华硕的败家之眼很明显。一次不错的选择！,0,5,斯***灬,PLUS会员,2019-07-31 00:00:17
100006808184,8GB+128GB 黑色,第二次购买了，性能啥的不说了，这价位这配置。屏幕没翻车，完美屏幕。顺便说一句快递小哥也不错很效率。,0,5,jd_莫失莫望,银牌会员,2019-08-12 10:00:14
100006808184,8GB+128GB 黑色,没有一点塑料感，双面玻璃，没有区别，渐变色效果非常完美，照片水平相当出色，拍出了大片的感觉，绝对够用，摄像头，照片清晰，指纹反应快，相当人性化,0,5,jd_132509wriv,PLUS会员,2019-08-07 10:12:18
100006808184,8GB+128GB 黑色,性价比高，京东自营发货速度快，包装完好，没有破损，用着很流畅，电池也很耐用，Good,0,5,xiejiuming,钻石会员,2019-08-04 10:00:18
100006808184,8GB+128GB 黑色,和朋友一人一个，玩游戏真香，如丝般顺滑，如果不重度游戏的不建议买，毕竟主打游戏，免得太多人挑刺。机器很棒很喜欢，rog难得不败家，开始持家了！上手第一感觉是重，所以买来也只是用着玩游戏，不会考虑打电话什么的，当备用机完美，主力机不行（说到这里华硕考不考虑给这台机器加个给别的机子充电的功能啊）再就是压力边框，放成手电筒之类的超级好用。音质也很好，很立体。,0,5,_anyue,PLUS会员,2019-08-04 10:00:17
100006808184,8GB+128GB 黑色,送货飞快，快递员态度非常好，这个商品之前就看上 了-直等到有促销时，再购买终于等到了折上折才 买和自己在专卖店买的，一模一样是正品，值得大 家购买，自从有了京东这个App加了Plus会员有好 几年了家里大到家具电器。小到柴米油盐都从京东 上购买还未遇到过，提前把需要的物品放到购物车 里开启降价通知，等到打折或促销时，购买非常非 常便宜，即节省了逛实体店的劳累和时间要节约了 经济付出。Plus会员每月给的优惠券和运费抵用券 有额外带来了优惠就更加经济便宜了，会一直在京东购物。,0,5,国***员,PLUS会员,2019-08-07 10:00:47
100006808184,8GB+128GB 黑色,抢到宝贝那一刻太激动了，京东配送很快，当天收到，太棒了！屏幕好看，运行速度快，太棒了，玩起游戏太顺手了，真的好极了！！！,0,5,jd135302oph,PLUS会员,2019-07-31 00:00:23
100006808184,8GB+128GB 黑色,高大上，这机子目前最强，外包装有点&hellip;&hellip;看图，不过京东很给力,0,5,jd159141iij,PLUS会员,2019-08-07 10:12:29
100006808184,8GB+128GB 黑色,手机网速快，样子酷酷的，游戏流畅，儿子非常喜欢，,0,5,jd_112226920,银牌会员,2019-08-04 10:00:10
100006808184,8GB+128GB 黑色,这个手机延续了败家一惯堆料的作风全维度堆料到顶。CPU、屏幕、电池都无敌了。买之前担心屏幕不好，拿到手后感觉很不错啊，玩游戏体验非常棒，特别是AirTrigger肩键，搭配线性马达，手感真好。,1,5,1***L,PLUS会员,2019-08-04 00:21:11
100006808184,8GB+128GB 黑色,京东物流超级快，快递小哥服务态度超级棒！手机没毛病，120hz屏幕啊，6000毫安电池，信仰logo加持！rgb灯在晚上看非常酷炫！！价位也不错，原来老款的rog很贵的，这次的价格却非常亲民！不败家哈哈哈！好评！希望不要出现故障！,0,5,阿海哦,PLUS会员,2019-08-04 10:00:05
100006808184,8GB+128GB 黑色,外形外观：超级抢眼的手机屏幕音效：屏幕跟我的7p有过之儿无不及拍照效果：同上运行速度：没的说，你就看这游戏体验，太盖了待机时间：刚拿到手就显示可以再用一天半其他特色：此时老婆正在埋怨我只顾玩手机了,1,5,维生素_饮料,金牌会员,2019-08-12 10:21:29
100006808184,8GB+128GB 黑色,全新未拆封的ROG手机！流畅度特别好~游戏有加成！非常奈斯的手机！大电池！你值得拥有！,0,5,jd_聆听↗你的哀伤,PLUS会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,"老早就想换个游戏手机，刚好看到ROG手机,非常棒！手机上手手感比想象中的要好，非常喜欢背部设计，喜欢这个logo。手机打游戏特别爽，一定也不卡顿，非常流畅。这个120Hz的屏幕看着是真舒服啊。非常好的手机，满五分！！！支持华硕！！！",0,5,156*****083manbuzhe,钻石会员,2019-07-31 10:00:03
100006808184,8GB+128GB 黑色,6000MA电池，最强CPU骁龙855PLU，4天线设计，~定制专属BUFF，液冷散热，120HZ电竞屏，满满都是爱，背部信仰之眼ROG灯光！走到那里都是最亮的你！为信仰充值！很nice，非常炫酷，打游戏特别爽，大电池无需担心续航，双扬声器简直被要太爽，这才是游戏手机该有的样子。京东物流#，真心快。,2,5,爱***年,PLUS会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,首先手机背面败家之眼灯光设置，酷  平时最讨厌打游戏没电，6000电池，有点惊人  数据什么的看不懂，反正打游戏真的不卡  玩吃鸡、农药画质都开了最高的，画质感还是很好  这次败家的价格真香。给力,0,5,倾城之恋DB,PLUS会员,2019-07-30 18:51:10
100006808184,8GB+128GB 黑色,"手机第二天下午收到啦，这手机身修长，开机的话开机音效贼好听，画质清晰,  系统干净，手感真的超级棒!至于网上说的屏幕问题也没发现。原谅我的一加5拍不出它的美,  话不多说，打农药的话，高帧很流畅，很舒适，也不是很费电，我去打游戏啦",0,5,c***亮,PLUS会员,2019-08-07 10:00:41
100006808184,8GB+128GB 黑色,外形外观：很好看待机时间：长其他特色：都很好屏幕音效：不错拍照效果：好运行速度：好,0,5,y***4,钻石会员,2019-08-04 10:06:15
100006808184,8GB+128GB 黑色,手机外形很帅气，打游戏一点都不卡，855+处理器，120Hz电竞屏、6000电池，良心啊！双肩键的震感不错！玩吃鸡、农药画质都开了最高的，画质感还是很好的，买眼镜送手机,0,5,jd_180303mzo,金牌会员,2019-07-30 21:45:30
100006808184,8GB+128GB 黑色,"首先说京东物流，太厉害了，当天下单隔天到，我觉得比顺丰都牛叉，希望能开通多一点城市邮寄，这样就更好了，其次说手机吧?先说通信音质:音质不错，很清晰音量也够大!电池续航:续航没问题，很耐用，最重要的是充电速度超级快啊，不愧是22.5w闪充!拍照效果:个人感觉够用了，画质细腻，清晰度高!整体做工无可挑剔，大厂的品控很让人放心,6.41英寸1080x2340像素AMOLED屏幕整体素质优秀，显示效果细腻丰富，而且可以在设置中自定义屏幕的",0,5,脸***面,PLUS会员,2019-08-07 10:07:32
100006808184,8GB+128GB 黑色,"快递第二天就到了,真是开心,真是非常实惠,手机外观超级高大上,机甲感很强,手感比想象中的好,喜欢背部设计,开了120帧,确实强,打游戏非常流畅,还有游戏加速功能,比之前手机信号好的太多了,游戏画质开到最高,质感还非常好。",0,5,l***4,PLUS会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,手机很好，运行很流畅，虽然低亮度显示手机屏幕效果有些差，会有网传的抹布屏，但玩游戏从不开低亮度，平常从不开低亮度，拍摄效果够用，但作为一款游戏手机，非常的符合我心目中的标准，我很喜欢,0,5,j***V,注册会员,2019-07-31 00:00:10
100006808184,8GB+128GB 黑色,电池确实耐用，手感还行，王者荣耀近4个小时还剩余百分之53的电量。系统真心差点，偶尔还卡顿，拍照很渣，不要看评论里说的，尤其夜拍，屏幕也差一点，毕竟游戏手机玩游戏真心给力，大电池能玩很久,1,5,Yahowz,金牌会员,2019-08-07 10:00:15
100006808184,8GB+128GB 黑色,败家之眼完全不败家！！！到手后测试王者荣耀和吃鸡训练场hdr加极限帧数是完全没有压力的。配合超大电量续航也得以提升，我爱这手机,0,5,天生自虐狂,PLUS会员,2019-07-31 00:00:23
100006808184,8GB+128GB 黑色,ROG这2代，确实做工扎实，性能强悍，连续玩游戏两三个小时，机器也不烫。游戏体验很好，扬声器加分，高刷新率，流畅顺滑，使用过程中也没出现什么网络波动，电池续航给力，绝对的电竞游戏手机中的旗舰，优势明显，信仰灯的美妙，霸气炫酷的外观，这价位，性价比可以。,0,5,猫***豆,PLUS会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,感觉良好，跑分感觉我的好低，你们咋跑的。我开了X模式,0,5,夜-太浮,银牌会员,2019-07-31 10:00:03
100006808184,8GB+128GB 黑色,上午抢到，刚刚到手就立马测试，王者荣耀，和平精英，效果全开，没有一点卡顿，帧数很稳，保持在40左右，一路流畅，屏幕分辨率也好，很实在的游戏手机&hellip;&hellip;,1,5,嗨小娘子,PLUS会员[试用],2019-08-04 10:01:34
100006808184,8GB+128GB 黑色,上手第一感觉很厚实 很长（比一般的手机屏幕大）。玩游戏真的流畅，，丝般顺滑。。。电量足，，风扇散热真滴强 玩游戏不带发热 PS:自己第一部满意的电竞手机,0,5,j***o,注册会员,2019-07-31 00:00:10
100006808184,8GB+128GB 黑色,宝贝已经收到，真的是物有所值。经常在京东上购物，感觉京东上性价比挺高的，物流系统绝对一流，配送速度超快，挺放心的。当天十点抢到，当天到货，京东的配送速度真的是不用说了。一直以来ROG是很多游戏玩家的信仰，去年推出了第一代游戏手机，今年有出了第二代游戏手机6000mah大容量电池，高通骁龙855Plus，完全不用考虑电量不够用的问题，液冷散热架构完全不用担心手机发热。,0,5,一指_流沙,PLUS会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,很幸运又一次抢到了ROG2，上一次抢到的被同事抢走了，这次的自己留着用，很爽！,0,5,s***3,PLUS会员,2019-08-07 10:00:20
100006808184,8GB+128GB 黑色,手机很好看 ，这个眼睛就值3000在加个骁龙855四舍五入就是赚,0,5,jd_132836bgb,银牌会员,2019-08-07 10:08:07
100006808184,8GB+128GB 黑色,ROG是很多游戏玩家的信仰，去年，ROG推出了第一代游戏手机，顶级性能加持、极致视觉体验，带给玩家无与伦比的手游体验。时隔-年的时间，ROG游 戏手机2强势来袭，再次为玩家打造最极致的游戏手机。此次的ROG游戏手机2无疑是一款追求极致手游体验的&ldquo;硬核&rsquo;旗舰。首发高通骁龙855 Plus在性能表现上无可挑剔，放眼手机市场难寻敌手。120Hz刷新率的AMOLED电竞屏，与主流60Hz刷新率的手机相比，大幅提升游戏流畅度，在这个同质化严重的手机市场，ROG游戏手机2凭借极具未来科技感的设计语言打破了常规。除此之外，AirTriggers 双肩键、6000mAh大容量电池等特点的加持，给玩家带来了地表最强的手游体验。,0,5,小***8,PLUS会员,2019-07-31 00:00:09
100006808184,8GB+128GB 黑色,手机收到了，用了一天才来评价，打开手机第一瞬间就喜欢上了，上手感觉非常好，手机背面灯光设置的相当酷，大爱120HZ电竟屏，手机自带散热设计，电池非常耐用，声音也非常大，玩游戏超级棒，大爱，非常满意一次购物！,0,5,j***6,PLUS会员,2019-07-31 00:00:15
100006808184,8GB+128GB 黑色,"拍照效果:很给力，正品，拍照很清晰，色彩也不错，屏幕不错，电池也很耐用,系统运行很快哦,很流畅。",0,5,功***3,PLUS会员,2019-08-01 02:20:21
100006808184,8GB+128GB 黑色,最喜欢的手机今天终于到了，比心?；整体外观大气，设计细节丰富，应该是市场上最花心思的手机了；最高配的刷新率以及定制的屏幕为感官加分；天线，话筒，散热，精心调校的游戏模式为畅玩提供无限可能。这一次，为信仰充值！,0,5,伽蓝丶肆,PLUS会员,2019-07-31 00:05:03
